year,title,abstract
2009,"“Resolved to Strike Out a New Path”: Consumerism and Iconographic Change in New Jersey Gravestones, 1680–1820","Late 18th- and early-19th-century gravestones from central New Jersey fail to show the urns and willows that one would expect in an area settled by expatriate New Englanders. The gravestones are ornamented instead with elaborate monograms and other neoclassical designs. This paper argues that the popularity of certain decorative motifs, particularly monograms, sometimes associated with signed and priced markers, highlights the growing importance of consumerism and an increasingly competitive market for memorials at the end of the 18th century. The monogram design, which cuts across religious and ethnic boundaries, was extremely popular for a short period. Undecorated Philadelphia-style markers soon supplanted these memorials, as New Jersey’s brownstone carving tradition faded, and national and indeed international trends supplanted local traditions."
2009,"Sacred Landscapes: Material Evidence of Ideological and Ethnic Choice in Long Island, New York, Gravestones, 1680–1800","Long Island grave markers from the 17th and 18th centuries are examined and analyzed. Due to its strategic location, between the English culture sphere of New England and the “Dutch” culture sphere of New Amsterdam/New York, Long Island is an excellent laboratory for studying cultural recombination in various forms of material culture. Long Island has no quarryable stone, so all colonial gravestones, except fieldstone markers, were imported from New England, New Jersey, or New York City. This study found a different pattern of motifs for Long Island compared to New England, but memorialization by status was more like that of New England than Virginia. Ideological, social, and ethnic boundaries are demonstrated. Location or proximity to a culture sphere also played a role in choice of grave marker, as did customary trade networks. More than 4,300 stones were photographed and statistically analyzed; the data are of use to scholars in many fields."
2009,Mortality Symbols in Action: Protestant and Catholic Memorials in Early-Eighteenth-Century West Ulster,"Material culture can carry many complementary and even conflicting messages simultaneously, to be read in varied ways by those observing it. Graveyard memorials link the living and the dead within a communal setting and are active in reinforcing conscious and unconscious values or in challenging them. The graveyard monuments of West Ulster offer an unusually rich sample of monuments with mortality symbols (skull, crossed bones, coffin, bell, and hourglass) as well as texts. Graveyards were the scenes of religious and social tension in 18th-century Ireland, and the memorials with their symbols and texts can be used to investigate the dynamics of identity played out in this arena. Although memorials were important in the dynamics of class and ethnic identities, emphasis is placed on religious identity here, an aspect of great importance in the past but one that has received less attention in historical archaeology than it deserves. Protestants and Catholics chose to use some of the same symbols on their memorials but assigned them meanings and associations appropriate to their theologies. Although they normally were buried in the same Anglican-controlled graveyard, symbol and text reflected and reinforced separate religious identities."
2008,"To Project an Order: Interdisciplinary Perspectives on Spatial Construction in the Spanish Colony of Floridablanca (Patagonia, Eighteenth Century)","The interpretation of the meanings of constructed space plays an important role in understanding how a certain society might have been structured in the past. this paper presents the colony of Floridablanca (Patagonia, 18th century) and examines how the different discourse levels are articulated in the construction of the colony’s spaces according to the ideal model of a social order based on the principles of the Spanish Enlightenment. The focus is on the convergence and divergence between the material world and the narratives referring to such spaces created during the existence of the colony. This approach, developed by an interdisciplinary team, involved the inclusion and interpretation of historical, archaeological, and geophysical data. Studied along three lines of evidence, the narrative analyses and material construction show how the discourse on the social organization of Floridablanca articulates convergence and divergence from these planes in different ways for different sectors of the colony."
2008,The Market for Meat in Colonial Cuenca: A Seventeenth-Century Urban Faunal Assemblage from the Southern Highlands of Ecuador,"Excavation of a midden in the city of Cuenca, Ecuador, revealed faunal remains from a 17th-century elite urban family residence. this faunal data, combined with archival research on the Peñas/Ruiz family, demonstrates that the family raised sheep, cattle, and pigs for sale to the urban market in Cuenca. The absence of camelid and guinea pig remains in this faunal assemblage demonstrates that Eurasian ungulates were favored meat animals at this urban, Andean colonial-elite site."
2008,“Looking South”: Historical Archaeology in South America,"An overview of the history and development of historical archaeology in South America from its beginnings to the present is presented here, covering the origins, theoretical frameworks, and subjects of investigation. Historical archaeology in South America has experienced an accelerated growth since the mid-1980s. Taking these circumstances into account, some of the most outstanding projects headed by South American archaeologists during the last decades are analyzed."
2008,The Presentation of Self in Rural Life: The Use of Space at a Connected Farmstead,"Archaeological investigation at the Pettengill farmstead site, a mid-19th-century connected farmstead in southern New Hampshire, prompted questions regarding the use of divided spaces, along with associated economic and social implications. During the 19th century, nearly 60% of the farmsteads constructed in northern New England were built with the principal farm structures connected into a single sprawling block. this shift away from a disconnected arrangement was an attempt at increasing efficiency while maintaining a traditional way of life in the face of increased competition from western farms. By connecting the farmstead, farmers visually and functionally divided spaces, both utilitarian and symbolic. When combined with documentary evidence, this site illustrates how the arrangement of the farmstead space affected the Pettengills’ presentation of themselves to their community."
2008,Dietary Variability among a Sample of United States Soldiers during the War of 1812,"The stable carbon and nitrogen isotope ratios of human bone collagen have been used to determine the diet of a sample of United States soldiers who died during the siege of Fort Erie in the War of 1812. controls were enacted during the analysis to discriminate between well-preserved and contaminated bone. results from a sample of 15 individuals, recruited from diverse regions of the northeastern United States, indicate that the diet of this population was quite varied. Statistical analysis was used to explore the relationship between diet and skeletal pathologies. There were no significant differences in means between the individuals exhibiting skeletal pathologies and those not exhibiting skeletal pathologies, suggesting the pathologies are more likely tied to the physical hardships endured in these men’s civilian or military lives as opposed to their civilian or military diets."
2008,"Foodways, Economic Status, and the Antebellum Upland South in Central Kentucky","Regional cuisines or foodways have been a topic of interest to both historians and archaeologists for at least the past 30 years. scholars recognize a regional foodway in the antebellum Upland South that is part of the larger “Upland South” cultural tradition. The agricultural and archaeological data on subsistence in the antebellum Upland South have been woven into an idealized set of subsistence practices that revolved around agricultural practices. The examination of four contemporaneous faunal assemblages representative of different societal classes living in 19th-century Kentucky shows that this generalized version of Upland South food-ways does not hold true across economic classes. Instead, a closer look reveals that many people living on Kentucky’s antebellum farmsteads struggled regularly for food security and that the idealized version of a shared “Upland South foodway” was restricted to the wealthy planter class that had ready access to the market economy."
2008,"Seventeenth-Century Metal Production at San Marcos Pueblo, North-Central New Mexico","Histories of the early colonial period of the remote New Mexican colony (A.D. 1540–1680) are framed in terms of pueblo conversion, conflicts between church and state, and accommodation-resistance between the pueblos and the colonizers. Missing from these histories are detailed discussions of mining and metal production, even though it is widely recognized that spaniards came north looking for metal beginning with Coronado’s entrada in A.D. 1540. Accumulating archaeological evidence is beginning to change historical understanding of this neglected part of colonization history. In north-central New Mexico, San Marcos Pueblo is a microcosm of early colonial mining activity in the colony. To elucidate the San Marcos story, relevant histories, geology, archaeology, and materials are used. This broad methodological approach helps reveal the pattern of 17th-century metal production in the colony. The results are important for building knowledge about metal production in the New Mexico colony and for expanding scholarly understanding about this significant part of Spanish colonization on the far northern frontier."
2008,"Degrees of Alienation: The Material Evidence of the Irish and Irish American Experience, 1850–1910","Irish immigrants to the United States formed a large part of America’s poor from the mid-19th to the first decades of the 20th century. Considered the devious “foreign other,” they were exploited both in the workplace and in the landscape of U.S. cities. Irish immigrants formed communities in the relegated and marginalized spaces they were given and lived in cramped tenements that were fraught with unsanitary conditions. As a consequence of such environmental conditions, several epidemics occurred throughout the 19th century. Outbreaks emanating from these communities and spreading to other city neighborhoods caused panic amongst the U.S.-born citizens and in turn provided the fodder for stereotypes and moral judgments about the character of the Irish. Medicinal bottles recovered archaeologically from Irish and Irish-American deposits are physical manifestations of that social history of exploitation. It is argued here that there is a correlation between the shift from commercially prepared medicines to doctor-prescribed medicines and degrees of alienation of the Irish and Irish Americans in relation to mainstream society. the medicinal bottle data used in this research were recovered from two privies in the rear courtyards of two tenements at the Five Points, Manhattan (ca. 1850–1870) and from two single-family houses from the Dublin section, Paterson, New Jersey (ca. 1880–1910)."
2008,A Pledge of Peace: Evidence of the Cochise-Howard Treaty Campsite,"Historical maps, documents, and photographs have been combined with archaeological data to confirm the location of the cochise-Howard treaty camp. Brigadier General Oliver Otis Howard, his escorts Lieutenant Joseph Alton sladen and Thomas Jonathan Jeffords, and the chiricahua Apache chief cochise met in the foothills of the Dragoon Mountains of southern Arizona in October 1872 to negotiate the surrender and relocation of this “most troublesome Apache group” (Bailey 1999:17). Warfare between the Apache and the Americans had been ongoing for more than a decade. This meeting culminated in a peace treaty between Cochise’s Chokonen band and the United States government. Photographs of unique boulder formations confirm the treaty-negotiation location, and written landscape descriptions provide further verification. Wickiup rings, other feature types, and artifacts provide archaeological confirmation regarding the nature and spatial layout of the camp and clarify the vagaries of the historical record."
2008,"Overseas Chinese Archaeology: Historical Foundations, Current Reflections, and New Directions","As historical archaeologists increase their involvement in studies of Overseas Chinese communities, it is especially important that this research be grounded in a solid understanding of the history of the Chinese diaspora. A transnational framework is instrumental in facilitating an understanding of the ways in which Overseas Chinese communities and identities formed through global economic, political, and cultural networks. The archaeology of Overseas Chinese communities currently faces many challenges, including underpublication, a tendency towards descriptive rather than research-oriented studies, and orientalism. These difficulties are being surmounted through collaborative research programs that foster dialogue between archaeologists and Chinese heritage organizations, as well as through interdisciplinary exchanges that are forging new connections among historical archaeology and Asian American studies and Asian studies."
2008,The Response of California’s Chinese Populations to the Anti-Chinese Movement,"In the latter half of the 19th century, a strong anti-Chinese sentiment influenced U.S politics and newspapers. Driven by a number of factors, the anti-Chinese movement expressed itself against Chinese immigrants through legislation, organized boycotts, hostile news stories, violence, and general harassment. In many modern accounts, these Chinese immigrants are portrayed as passive victims who did not respond to the actions carried out against them. Contrary to this view, archaeological data has prompted a reassessment of contemporary historical accounts. Together, these sources indicate an aggressive campaign by Chinese immigrants to counter these activities. Through organized and individual efforts, Chinese immigrants fought back in the legislature, the courts, their homes, places of business, and on the streets."
2008,Between the Household and the World System: Social Collectivity and Community Agency in Overseas Chinese Archaeology,"At the Market Street Chinatown in San Jose, California, residential arrangements were profoundly shaped by institutionalized racism, anti-Chinese violence, labor practices, and immigration policies. These, in turn, shaped the form and content of the archaeological record. As is typical of many Overseas Chinese sites, archaeological features cannot be associated with specific households—in fact, the “household” concept is not always pertinent. A contextual, multiscalar approach to research on this residential community highlights other forms of social collectivity, such as district associations and business consortiums, that were able to act meaningfully to promote community survival and well-being. The archaeology of Overseas Chinese communities has a significant contribution to make to archaeological method and theory by opening new pathways of inquiry into the “middle scale” between the individual or household and the world system."
2008,Chinese Masculinities and Material Culture,"Most Overseas Chinese living in the United States during the 19th century were men. Correspondingly, the archaeology of Overseas Chinese communities in the United States is primarily the archaeology of Chinese men: their behaviors, dispositions, activities, and identities. Despite this acknowledged focus, masculinity is rarely an explicit object of study in Overseas Chinese archaeology. Drawing from methods and theories in archaeology, cultural anthropology, history, and Asian American studies, a framework for the archaeological investigation of masculinities at Overseas Chinese communities is developed. This framework is used to describe how material culture from the Market Street Chinatown in San Jose, California, was interpolated in multiple hegemonic discourses of masculinity."
2008,Gathering Insights on Isolation,"For about a century, very small groups of Chinese or solitary individuals exploited maritime resources on the central California coast. The locations were isolated, depending on the preferred habitat of the particular natural resource being sought and the optimum economic distance from the nearest competitor. The seaweed-gathering enterprise of Wong How persisted virtually unchanged until 1975, and his dwelling still stands. Architectural analysis reveals vernacular construction based on salvaged materials, innovation in response to problem solving, traditional custom, and expansion by accretion. Archival data flesh out the portrait of an individual and his family on both sides of the Pacific. The small, uncontrolled collection recovered by others could be misleading if the high proportion of Chinese items is interpreted to imply less accommodation to the Western world than really occurred. Wong How lived in isolation; pursued a traditional industry; read, ate, and drank within Chinese traditions; and yet participated in broad mercantile, financial, and legal networks to the extent that served his needs."
2008,Late-Nineteenth-Century Chinese Farm Workers in the California Mother Lode,"Most archaeological studies of Chinese immigrants have focused on enclaves in cities, towns, villages, and work camps where insular tendencies are expected. This article focuses instead on the adaptations of Chinese immigrants employed at a small farm in the California Mother Lode region where they lived and worked in more ethnically mixed settings. Investigations at CA-AMA-364/H provide insights into adjustments made by the Chinese immigrants between 1851 and the turn of the century. Examination of a ledger left at the site in 1857 by a Chinese cook enhances those interpretations."
2008,"The Chinese Experience in Deadwood, South Dakota","Four years of excavations and research on the Chinatown Project has begun to chronicle the Chinese experience in Deadwood, South Dakota. Major features encountered include burned structural remnants, architectural remains, privies, refuse pits, and dumping episodes. A unique pit feature suggests evidence of a possible ceremonial disposal of personal possessions. Archaeological evidence collected from buried remains of a ceremonial burner built by the Chinese in 1908 suggests Deadwood’s Chinese community used this structure for mortuary rituals until some time in the 1920s. Asian ceramic vessels are similar in shapes and designs to those found at other Overseas Chinese sites, as are glass bottle assemblages, opium smoking paraphernalia, coins, gaming items, and clothing. Through a combination of historical research and archaeological excavations, Deadwood’s Chinatown offers an understanding of a significant contribution to early life in a small western town, rich with a society comprising various ethnic populations."
2008,Roots Entwined: Archaeology of an Urban Chinese American Cemetery,"Archaeological excavations conducted in the Chinese section of Portland’s Lone Fir Cemetery provide a rare opportunity to study the materials associated with the late-19th- and early-20th-century funerary practices of an urban Chinese American community. In conjunction with documentary evidence, the materials show that Portland’s Chinese immigrants and their descendants preserved traditional Chinese customs and selectively incorporated European and American elements into funeral rituals as they actively forged transnational identities as Chinese Americans."
2008,"Transnational Identity and Mortuary Material Culture: The Chinese Plantation Cemetery in Pāhala, Hawai’i","From the late-19th to the early-20th centuries, immigrant laborers from a wide range of countries were brought to Hawai’i by white plantation owners who were in need of a large and inexpensive labor force. Initially hired as indentured servants and segregated by ethnic group in plantation contexts, these workers continued to maintain strong ethnic/national identities, even after settling in Hawai’i. In contemporary Hawai’i, identities that developed in the plantation context have combined with the Hawaiian culture of aloha and diversity to form a distinctive “local” culture, in which ethnic identity and local birth are simultaneously prized. A survey of grave markers of the Chinese worker cemetery associated with Pāhala Plantation has revealed the ways in which these markers were used to negotiate the eventual formation of the “local” culture in present day Hawai’i."
2008,"The Luck of Third Street: Archaeology of Chinatown, San Bernardino, California","In 2001, field excavations were completed at the site of the San Bernardino, California, Chinatown, yielding about 10,000 items. Twenty-one discrete features were excavated, dating from about 1880 to the 1930s. Seventeen of these features reflected the history of Chinatown. Privy 1035, associated with a gambling hall at 19 Third Street, contained more than 6,800 individual items, representing diverse aspects of Chinatown life. Gambling activities in the early-20th century were represented by an abundance of artifacts, including a cache of more than 1,300 Asian coins, the largest ever found on an excavation in North America. Discussions of gambling artifacts and culture document the practice of this traditional, but often sensationalized, pastime of the Overseas Chinese."
2008,“The strange and unusual”: Material and Social Dimensions of Chinese Identity,"This volume examines the material dimensions of Chinese identity. This scholarship complicates the connection between commodities and identity, while it simultaneously destabilizes those very identities. The question of how material distinctions shape social experience is at the heart of contemporary identity archaeologies, and the Overseas Chinese archaeologies in this collection illuminate the challenge of how to position distinctive collectives in relation to a broader American “mainstream.” The most interesting Overseas Chinese archaeologies paint a picture that rejects easy divisions between assimilation and resistance and probe how Chinese material distinctions reflect complicated accommodations along class, gender, and color lines that structured life for the Overseas Chinese."
2008,The Asian American Comparative Collection: A Unique Resource for Archaeologists and Historians,"The Asian American Comparative Collection (AACC) is an exceptional repository containing artifacts, images, and documentary materials essential for understanding Asian American archaeological sites, economic contributions, and cultural history. It serves as an information clearinghouse for identifying artifacts made in China and Japan and for researching Asian American topics."
2008,"Personal Adornment and Interlaced Identities at the Sherburne Site, Portsmouth, New Hampshire","Items of personal adornment are an important class of material culture with great potential for understanding constructions of identity in the historical period. Archaeologically recoverable remains of dress—clothing and clothing fasteners, jewelry, hair accessories, and miscellaneous accessories—are included in this category of material culture. Performative aspects of identity construction, the presentation of a person as an individual and as a member of a socially defined group, and the centrality of the body in perception and self-perception are a means for examining the construction of identity along gender, class, age, and ethnicity lines. Personal adornment artifacts are the physical remains of the ways people inscribed the body as reflective of their alignment with individual and group identities and the performances of identity that were enacted through mundane daily acts and gestures in the past. Artifacts recovered at the Sherburne site in Portsmouth, New Hampshire, manifest these identities."
2008,Archaeology at the Parvin Homestead: Searching for the Material Legacy of the Underground Railroad,"Archaeological evidence of the Underground Railroad is difficult to identify and interpret, as the archaeological signature of sites relating to the Underground Railroad is defined by the clandestine and transient nature of the movement of fugitives. Archaeologists’ understanding of the material legacy of the Underground Railroad is further clouded by legends identifying houses of local luminaries as Underground Railroad sites, often with minimal corroborating evidence. In 2000 and again in 2005, archaeological investigations were conducted at the Parvin Homestead, in Berks County, Pennsylvania, reputed by local oral tradition to be an Underground Railroad safe house. The current owners contend that 19th-century occupants harbored African Americans escaping from slavery and that a network of tunnels used for this purpose crisscross the property. Historical research and archaeological excavations were conducted to determine whether tunnels existed on the property and whether any other material legacy of the Underground Railroad could be identified."
2008,In Search of Unique Iberian Ship Design Concepts,"Defining 15th- and 16th-century Iberian shipbuilding traditions related to European expansion overseas is a difficult task. Scarce documentary evidence and the systematic destruction of Spanish and Portuguese shipwrecks by those with a purely monetary agenda make the task even more complex. In spite of these obstacles, data suggests that a distinctive shipbuilding tradition existed on the Iberian Peninsula. Through careful mining of the documentary and archaeological evidence, the concepts behind Iberian ship design can be articulated as well as compared and contrasted to other European shipbuilding traditions."
2008,The Archaeology of Temporary Construction Devices on Historic Building Sites in the Southeast,"Distinctive archaeological features can be attributed to the life cycle of buildings from construction to destruction. One group of features that has not been closely examined on historic sites are those resulting from the erection of construction devices such as derricks and scaffolding. Descriptions of these devices in the literature are provided. Archaeological features of derricks and scaffolds on house sites in Tennessee and Virginia are compared to those in the literature. Attributes such as distance from the building, spacing, and feature fill that differentiates them from other earthfast features are discussed. The identification of such temporary construction features is important for understanding the level of technology employed in American construction, dating buildings under construction, origins, and possible ethnic affiliation of these devices."
2008,"Excavating America’s Metaphor: Race, Diaspora, and Vindicationist Archaeologies","Over more than a century, African diasporan scholars have defined identity in complex forms that aspire to resist racial essentialism yet stake consequential political claims to collective roots. Historical archaeology has painted a rich picture of the material details of African American life that also refutes black essentialism; however, archaeologists have crafted many utterly fluid African diasporan identities that sometimes fail to examine the global connections, antiracist citizen rights, and concrete cultural heritage long examined by diasporan scholars. An empirically and politically rigorous African diasporan archaeology would be significantly extended by diasporan scholarship’s vindicationist and reflective antiracist perspectives. such an archaeology could disrupt essentialist categories and outline concrete foundations for diasporan identity without lapsing into either particularism or hyperconstructivism."
2008,Living in Cities Today,"Urban archaeology is a challenging endeavor. Defining urban archaeology is not straightforward. Doing urban archaeology is difficult for various intellectual and practical reasons. Theories employed by urban archaeologists are multifarious and must be as sophisticated and complex as the urban entities in which investigation proceeds. Despite these challenges (or perhaps because of them), urban archaeology is unquestionably a very rewarding and necessary undertaking. Contributions made by urban archaeologists over the past 15 years demonstrate this fact. A recent archaeological survey within the urban corridor between Las Cruces, New Mexico, and El Paso, Texas, is a particular illustration of both the challenges and rewards of urban archaeology."
2008,"“Cats Here, Cats There, Cats and Kittens Everywhere”: An Urban Extermination of Cats in Nineteenth-Century Cincinnati","In 1981 and 1982, Miami Purchase Association for Historic Preservation conducted a salvage excavation in Cincinnati’s Betts-Longworth neighborhood, a multiethnic community with both working class and upper-middle class residents. Excavations of a privy resulted in the recovery of an exceptionally large number of cat remains in a single depositional sequence dating to the late-19th century. A minimum of 57 cats and kittens were identified in the assemblage, with 47 of those individuals being kittens. While it is quite common to identify small numbers of animals such as cats, dogs, and rats in privy contexts, such a great number of individuals is largely unheard of. To explain why such large numbers of cats were exterminated, researchers explored several theories, including deviance, carcass disposal, population control, and urban sanitation concerns."
2008,Plats and Place: The Transformation of 19th Century Speculation Townsites on the Sacramento River,"Speculation townsites were integral to 19th-century California settlement and economic expansion and were often planned, formal landscapes based on explicitly urban templates. Inherently profit driven but frequently unsuccessful, many sites survived only as highly fragmentary or dependent rural entrepôts. The juxtaposition of a formal “plan” with the evolving vernacular reality of such places makes them highly significant for an understanding of 19th-century western American landscapes, both as a discrete settlement type and as a broader form of spatial organization. This speculation process defined much of the cultural landscape of the lower Sacramento River between the 1840s and World War I. Early townsite development linked settlement communities, evolving waterway infrastructure, and general land use patterns in systems that were, if not conventionally urban, emphatically cosmopolitan in nature. Two such townsites along the Sacramento illustrate very different strategies in this evolving landscape of capital manipulation, land speculation, and community formation."
2008,"Urban Archaeology at the Site of the Argosy Casino: The Materiality of Social Change in the Canal Town of Lawrenceburg, Southern Indiana","Lawrenceburg was a dynamic community in southern Indiana during the 19th century. Via the Ohio River and Whitewater Canal, this planned urban center was poised to take advantage of emerging financial opportunities related to commercial activities. As the canal failed, Lawrenceburg was unable to compete with larger metropolitan centers like nearby Cincinnati. This paper examines the material record of three home lots in one of this community’s neighborhoods as changes in transportation infrastructure altered the physical and cultural landscape over time. This once-vibrant urban neighborhood evolved into a marginal residential enclave, altering social relations of class and ethnicity."
2008,Economic Stability and Social Identity: Historic Preservation in Old North St. Louis,"Since the 1950s, the Old North St. Louis neighborhood in St. Louis, Missouri, has suffered population loss and disinvestment due to failed urban renewal initiatives, the construction of a new interstate highway that bisected the community, and suburbanization. Under the auspices of a U.S. Housing and Urban Development Community Outreach Partnership Center grant, the Public Policy Research Center at the University of Missouri-St. Louis partnered with the Old North St. Louis community to assist it in attaining economic growth, social stability, and a cultural identity through archaeological research and interpretation. Building off existing historic preservation initiatives, this partnership employed “true acts of inclusion” in developing with the community the major goals and the “questions that count.” Archaeological work in conjunction with oral histories and archival research was used to strengthen the sense of community through development of K-12 educational programming, a local neighborhood museum, a video documentary, a published history, a website, and an historic bike trail. These products provided the tools to attract new residents, investors, and visitors to the neighborhood and served as cultural glue, connecting people to place. The project advances the concept of public archaeology by demonstrating how research and interpretation can be aligned with specific urban revitalization goals."
2008,Marketing in a Multicultural Neighborhood: An Archaeology of Corner Stores in the Urban Midwest,"Corner stores were the most common consumer outlet in the urban Midwest from the mid-19th century until World War II. In the early-20th century in Indianapolis, Indiana, the near westside was dotted with more than 100 modest stores managed by African Americans, European immigrants, and white Hoosiers. Archaeological excavation of a ca. 1889–1969 store illuminates the widespread entrepreneurial ambition of urban newcomers, the increasing ethnic insularity of corner stores between 1900 and 1920, and the eventual decline of corner stores in the face of urban renewal and the arrival of chain stores in the 1930s."
2008,Seneca Village and Little Africa: Two African American Communities in Antebellum New York City,"African Americans in antebellum New York City followed several different residence strategies in the face of ongoing discrimination. Most lived in enclaves, dispersed throughout poorer neighborhoods that were by no means primarily black. One such enclave was Little Africa. Some lived separately in places like Seneca Village, an African American community just outside of town. This study compares the residents of these two neighborhoods and suggests that the members of these groups were quite different from each other in a number of ways. Aggregation of these differences suggests that the groups represent different socioeconomic classes. This finding runs counter to the views of many commentators and scholars (including archaeologists) who talk about the “African American community,” implying that the African American population formed (and forms) a homogeneous whole."
2008,"Aristocracies of Labor: Craft Unionism, Immigration, and Working-Class Households in West Oakland, California","Within the railroad industry, the most powerful labor unions were exclusive craft organizations that concentrated on defending the privileges of a few skilled workers. Data from archaeological work conducted by Sonoma State University during the Cypress Freeway Replacement Project is used in an historical materialist exploration of class-consciousness among railroad workers in a late-19th-century working-class neighborhood in West Oakland, California. Comparing aspects of diet and dining, this study focuses on divisions among the railroad workers along the lines of craft-skill and nativity, examining the ways skilled craft unionists used the assumptions of Victorian ideology to organize against both their employers and other groups of workers, especially immigrants."
2007,Archaeological Evidence of Economic Activities at an Eighteenth-Century Frontier Outpost in the Western Great Lakes,"During the late-19th and early-20th centuries, antiquarian collectors amassed hundreds of artifacts from the vicinity of Fort St. Joseph (20BE23), a mission-garrison-trading post complex established by the French in the late-17th century along the St. Joseph River in southwest Michigan. George Quimby (1939, 1966) later used these materials to establish a chronology for post-contact Native American sites in the western Great Lakes region, although the research potential of the collections was limited by their lack of provenience. Subsequent fieldwork conducted in 2002 and 2004 by Western Michigan University located intact deposits from this site. Excavations have identified a number of cultural features and associated archaeological materials that suggest the locations of buildings and discrete activity areas. The undisturbed deposits encountered at the site of Fort St. Joseph can inform researchers about everyday economic activities at an important trading post in the North American interior."
2007,Keeping Edison’s Secrets: Archaeological Documentation of Thomas A. Edison’s Menlo Park Patent Vault,"Archaeologists recently conducted fieldwork at the site of Thomas A. Edison’s Menlo Park Laboratory. Excavations revealed and documented a long-forgotten subterranean vault used by Edison to store patent drawings, scientific laboratory notebooks, office records, and other valuable documents associated with the operation of his pioneering industrial research and development facility. The vault highlights Edison’s concern with the collection and protection of company documents and his intellectual property, as well as his ongoing attempts to control the dissemination of information regarding his inventions."
2007,"Tell-Tale Trees: Historical Dendroarchaeology of Log Structures at Rocky Mount, Piney Flats, Tennessee","The Rocky Mount site has important historical and cultural significance for the State of Tennessee because it was built by one of its earliest settlers and served as the capital of the territory from 1790 to 1792. Questions arose concerning whether the two main log structures—known as the Cobb House with adjoining dining room—were built by William Cobb between 1770 and 1772. The authors used tree-ring dating to determine the year(s) of construction of these two log structures. Three nearby reference tree-ring chronologies anchored the Rocky Mount tree-ring chronology from 1667 to 1829. Cutting dates obtained from 19 logs revealed that the Cobb House was built beginning in 1827 and finished by 1828, while the dining room was begun in 1829 and finished by 1830. An additional six logs had outermost dates between 1820 and 1825. These 25 logs demonstrate, instead, that Michael Massengill constructed the house and dining room between 1827 and 1830."
2007,Transformations in San Diego County Gravestones and Cemeteries,"San Diego County, California, USA, is home to more than 100 cemeteries and nearly 300,000 individually marked graves. Analysis of the region’s cemeteries and grave markers by members of the San Diego County Gravestone Project has pinpointed significant patterns in commemoration strategies, evident through temporal, spatial, and formal trends. The material expressions of death seen in southern California graveyards reflect changing mortuary attitudes and parallel other diachronic cultural phenomena of modern American society during the 19th and 20th centuries. In offering an overview of every San Diego County cemetery, this work develops a classification for the region’s graveyards. It also uses spatially controlled stylistic evolutions to pinpoint different degrees of regularity in gravestone change. These trends reveal attenuation in the communication and spread of ideas regarding mortality from urban areas to more rural settings in San Diego County."
2007,"Pottery in the Mormon Economy: An Historical, Archaeological, and Archaeometric Study","Pottery production was important to Latter-day Saint communities and distinguished these towns from their non-Mormon neighbors. The potters and workers left scant records that reveal how their wares fit into Utah’s theocratically organized economy. Potters and potteries of 19th-century Utah and the Mormon Domain were part of an archaeological survey conducted between 1999 and 2000. The research project yielded examples of kiln wasters that could be subjected to instrumental neutron activation analysis (INAA). The results demonstrate the utility of integrating primary records and archaeometric tools in the study of historical era economic processes. Data also indicate the applicability of the approach for potteries in close geographic proximity and to determine patterns of variation within site assemblages. The authors propose an anthropological research program to explore the economics of religion in Mormon Utah, combining the analytical power of archaeometry with the contextualized questioning possible in historical archaeology."
2007,Eliciting Contraband through Archaeology: Illicit Trade in Eighteenth-Century St. Augustine,"The study of contraband (illicit trade) should offer a uniquely appropriate focus for the multi-evidentiary strengths of historical archaeology, in that it demands the articulation of largely undocumented economic activity (reflected materially in archaeological remains) with legal mandates and formal regulations about commerce. Problematic issues in realizing this are presented by the recognition of contraband goods and activities in the archaeological record and by the difficulties in articulating archaeologically derived periodicity with text-based periodicity of contraband in a given community. With those concerns in mind, the analysis of excavated data from six 18th-century households of St. Augustine is described here with extensive historical documentation of contraband activity in Spanish Florida and the Spanish Americas in general to explore the notion that historical archaeological integration of data about contraband can reveal useful information not knowable from either source alone. Results suggest that at a community-wide scale of analysis, the archaeological data essentially reify and add detail to the already existing documentary accounts of contraband trade. A household scale of analysis and comparison reveals how people with specific economic, occupational, religious, ethnic, and social identities engaged in contraband as a strategy in ways that were not previously known. This helps define the contours of economic possibility and creates a more nuanced understanding of the structure, opportunity, and dynamics of economic choice and agency within a community."
2007,An Historic Chinese Abalone Fishery on California’s Northern Channel Islands,"Beginning in the 1850s, Chinese abalone fishermen developed an intensive commercial fishery focused on the abundant black abalone (Haliotis cracherodii) stocks of Alta and Baja California. They systematically harvested and dried tons of abalone meat and shells from intertidal waters and shipped them to markets in mainland China and America. Several legislative attempts were made to curtail Chinese involvement in the fishing industry, claiming they were harvesting abalone without regard to size. Recent research documents the abundance, distribution, and constituents of historic abalone sites and discusses the impact of “Chinese” abalone fishermen on San Miguel Island, California. Thousands of shell measurements show that the Chinese harvested larger abalones than those collected by Native American foragers for 10,000 years prior to European contact, providing important data on local ecology during the early historic period."
